"id"	"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
"ENSMUSG00000090260"	11.0141828652835	18.4108714393864	3.6174942911806	0.196486858489581	-2.34749527006717	0.275484125065613	0.952569078320168
"ENSMUSG00000086066"	9.31586422215467	3.33892217351904	15.2928062707903	4.58016254229505	2.19539879806064	0.275495977466422	0.952569078320168
"ENSMUSG00000030376"	1601.98316977216	1796.62428421542	1407.34205532891	0.783325744672039	-0.352315720327112	0.274840123223878	0.952569078320168
"ENSMUSG00000036990"	908.445641430838	1051.35387497484	765.53740788684	0.728144372802319	-0.457703565788064	0.274268650363455	0.952569078320168
"ENSMUSG00000084838"	39.8072490371679	51.4507760128291	28.1637220615067	0.547391589477371	-0.869354826630426	0.27483517259737	0.952569078320168
"ENSMUSG00000097243"	28.8346939474325	9.07888825346147	48.5904996414035	5.35203191017112	2.42008671771861	0.274503035694057	0.952569078320168
"ENSMUSG00000097077"	12.1072178225558	18.4906194205865	5.72381622452513	0.309552432740708	-1.6917442975699	0.274688741489883	0.952569078320168
"ENSMUSG00000097637"	7.55663807158499	0.508813124147863	14.6044630190221	28.702999836101	4.84312962002875	0.275023889214099	0.952569078320168
"ENSMUSG00000033149"	2129.83088202536	1835.84854038613	2423.81322366458	1.320268622571	0.400831490965385	0.275649579610531	0.952626755954475
"ENSMUSG00000039523"	203.118981242804	247.487585216831	158.750377268778	0.641447841230871	-0.640596136286184	0.275688722734649	0.952626755954475
"ENSMUSG00000045284"	468.414705190879	556.786048917596	380.043361464163	0.682566242819797	-0.55095902900134	0.275660957609075	0.952626755954475
"ENSMUSG00000074357"	16.6387770368755	9.28518370089328	23.9923703728577	2.5839413786234	1.36957334026069	0.275604076932516	0.952626755954475
"ENSMUSG00000097250"	7.72925533637788	12.1152927502645	3.3432179224913	0.275950238381018	-1.85751996307776	0.275609631107025	0.952626755954475
"ENSMUSG00000063171"	2135.163810282	2775.72438781385	1494.60323275015	0.538455200852016	-0.893101776482241	0.275747100625325	0.952721550224722
"ENSMUSG00000025986"	938.299145881398	1095.13163585162	781.466655911179	0.71358239532865	-0.486848071676998	0.275826183801649	0.952780943216108
"ENSMUSG00000027641"	215.377480094244	288.580882017777	142.174078170711	0.492666309620443	-1.02131727678987	0.275805837192327	0.952780943216108
"ENSMUSG00000032064"	626.291702537665	744.91322230117	507.670182774161	0.681515870004129	-0.553180842391467	0.275925303227431	0.952852924130786
"ENSMUSG00000047044"	1016.72094591976	1163.62298194181	869.818909897709	0.747509221969979	-0.419836717037104	0.275882637828886	0.952852924130786
"ENSMUSG00000081209"	8.32916990022763	2.83010904937118	13.8282307510841	4.88611234049676	2.28868703413615	0.27593986850559	0.952852924130786
"ENSMUSG00000020083"	125.07658704567	158.805098689586	91.3480754017527	0.575221300547215	-0.797810994866661	0.276411459172076	0.953454519854405
"ENSMUSG00000032329"	1553.68127088395	1789.43500348501	1317.92753828289	0.736504838519515	-0.441233091710175	0.276241124332323	0.953454519854405
"ENSMUSG00000032911"	106.655261427811	128.229511755683	85.0810110999388	0.663505693307517	-0.591819249983255	0.276578612343111	0.953454519854405
"ENSMUSG00000031089"	9.42076192320305	4.78561356476257	14.0559102816435	2.93711769482183	1.5544010778295	0.276518772293146	0.953454519854405
"ENSMUSG00000053166"	73.4330821158219	45.7108099328867	101.155354298757	2.21294163125254	1.14596539898662	0.276442583211477	0.953454519854405
"ENSMUSG00000028773"	42375.2544970625	48561.0419134508	36189.4670806743	0.745236627030654	-0.424229513016654	0.276340818787516	0.953454519854405
"ENSMUSG00000035637"	989.881910887555	724.430791917043	1255.33302985807	1.73285432351117	0.793150376031926	0.276549108436335	0.953454519854405
